as_of_date,ts_code,name,industry,market,exchange,theme,sub_theme,source,confidence,evidence,valid_from,valid_to
20250101,603966.SH,法兰泰克,专用机械,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,603968.SH,醋化股份,化工原料,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,603977.SH,国泰集团,化工原料,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,603986.SH,兆易创新,半导体,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,603991.SH,至正股份,半导体,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,605020.SH,永和股份,化工原料,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,605111.SH,新洁能,半导体,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,605183.SH,确成股份,化工原料,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,605186.SH,健麾信息,专用机械,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,605358.SH,立昂微,半导体,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,605366.SH,宏柏新材,化工原料,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,605399.SH,晨光新材,化工原料,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,605589.SH,圣泉集团,化工原料,主板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688001.SH,华兴源创,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688003.SH,天准科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688008.SH,澜起科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688012.SH,中微公司,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体;name:中微,20250101,
20250101,688018.SH,乐鑫科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688019.SH,安集科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688022.SH,瀚川智能,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688025.SH,杰普特,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688035.SH,德邦科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688037.SH,芯源微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体;name:芯源,20250101,
20250101,688041.SH,海光信息,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688045.SH,必易微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688047.SH,龙芯中科,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688048.SH,长光华芯,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688049.SH,炬芯科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688052.SH,纳芯微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688061.SH,灿瑞科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688065.SH,凯赛生物,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688071.SH,华依科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688072.SH,拓荆科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688082.SH,盛美上海,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688084.SH,晶品特装,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688090.SH,瑞松科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688092.SH,爱科科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688093.SH,世华科技,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688097.SH,博众精工,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688099.SH,晶晨股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688106.SH,金宏气体,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688107.SH,安路科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688110.SH,东芯股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688113.SH,联测科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688116.SH,天奈科技,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688120.SH,华海清科,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体;name:华海,20250101,
20250101,688121.SH,卓然股份,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688123.SH,聚辰股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688125.SH,安达智能,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688126.SH,沪硅产业,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688128.SH,中国电研,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688130.SH,晶华微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688133.SH,泰坦科技,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688135.SH,利扬芯片,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688138.SH,清溢光电,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688141.SH,杰华特,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688146.SH,中船特气,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688147.SH,微导纳米,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688153.SH,唯捷创芯,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688162.SH,巨一科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688165.SH,埃夫特-U,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688170.SH,德龙激光,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688172.SH,燕东微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688173.SH,希荻微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688188.SH,柏楚电子,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688199.SH,久日新材,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688200.SH,华峰测控,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688206.SH,概伦电子,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688209.SH,英集芯,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688211.SH,中科微至,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688213.SH,思特威-W,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688215.SH,瑞晟智能,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688216.SH,气派科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688218.SH,江苏北人,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688220.SH,翱捷科技-U,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688230.SH,芯导科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688233.SH,神工股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688234.SH,天岳先进,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688249.SH,晶合集成,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688251.SH,井松智能,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688252.SH,天德钰,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688256.SH,寒武纪,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688259.SH,创耀科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688261.SH,东微半导,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688262.SH,国芯科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688267.SH,中触媒,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688268.SH,华特气体,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688269.SH,凯立新材,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688270.SH,臻镭科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688279.SH,峰岹科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688286.SH,敏芯股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688290.SH,景业智能,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688306.SH,均普智能,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688312.SH,燕麦科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688325.SH,赛微微电,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688328.SH,深科达,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688329.SH,艾隆科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688332.SH,中科蓝讯,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688347.SH,华虹公司,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688350.SH,富淼科技,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688352.SH,颀中科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688353.SH,华盛锂电,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688357.SH,建龙微纳,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688359.SH,三孚新科,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688361.SH,中科飞测,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688362.SH,甬矽电子,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688368.SH,晶丰明源,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688372.SH,伟测科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688376.SH,美埃科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688377.SH,迪威尔,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688378.SH,奥来德,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688380.SH,中微半导,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体;name:中微,20250101,
20250101,688381.SH,帝奥微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688383.SH,新益昌,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688385.SH,复旦微电,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688386.SH,泛亚微透,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688391.SH,钜泉科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688392.SH,骄成超声,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688396.SH,华润微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688400.SH,凌云光,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688401.SH,路维光电,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688403.SH,汇成股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688409.SH,富创精密,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688416.SH,恒烁股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688419.SH,耐科装备,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688420.SH,美腾科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688432.SH,有研硅,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688433.SH,华曙高科,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688448.SH,磁谷科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688449.SH,联芸科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688458.SH,美芯晟,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688469.SH,芯联集成-U,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688478.SH,晶升股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688484.SH,南芯科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688486.SH,龙迅股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688498.SH,源杰科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688499.SH,利元亨,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688508.SH,芯朋微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688512.SH,慧智微-U,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688515.SH,裕太微-U,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688516.SH,奥特维,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688518.SH,联赢激光,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688521.SH,芯原股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688525.SH,佰维存储,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688529.SH,豪森智能,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688530.SH,欧莱新材,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688531.SH,日联科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688535.SH,华海诚科,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体;name:华海,20250101,
20250101,688536.SH,思瑞浦,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688538.SH,和辉光电-U,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688543.SH,国科军工,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688548.SH,广钢气体,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688550.SH,瑞联新材,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688551.SH,科威尔,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688556.SH,高测股份,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688557.SH,兰剑智能,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688559.SH,海目星,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688570.SH,天玛智控,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688573.SH,信宇人,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688584.SH,上海合晶,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688585.SH,上纬新材,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688589.SH,力合微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688591.SH,泰凌微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688593.SH,新相微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688595.SH,芯海科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688596.SH,正帆科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688601.SH,力芯微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688602.SH,康鹏科技,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688603.SH,天承科技,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688605.SH,先锋精科,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688608.SH,恒玄科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688620.SH,安凯微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688623.SH,双元科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688625.SH,呈和科技,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688627.SH,精智达,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688630.SH,芯碁微装,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688633.SH,星球石墨,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688638.SH,誉辰智能,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688646.SH,ST逸飞,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688652.SH,京仪装备,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688653.SH,康希通信,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688669.SH,聚石化学,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688689.SH,银河微电,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688690.SH,纳微科技,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688691.SH,灿芯股份,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688693.SH,锴威特,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688699.SH,明微电子,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688700.SH,东威科技,专用机械,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:专用机械,20250101,
20250101,688702.SH,盛科通信-U,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688708.SH,佳驰科技,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
20250101,688709.SH,成都华微,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688711.SH,宏微科技,半导体,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:半导体,20250101,
20250101,688716.SH,中研股份,化工原料,科创板,SSE,半导体国产替代,半导体设备/材料,stock_basic_keyword,0.75,industry:化工原料,20250101,
